"indicateur","sexe","région","diplôme","groupe-d-age","Unit","Date","Value"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sahel","Non concerné","Non concerné","Nombre","2018","36.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sahel","Non concerné","Non concerné","Nombre","2019","54.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sahel","Non concerné","Non concerné","Nombre","2020","73.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sahel","Non concerné","Non concerné","Nombre","2021","29.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sahel","Non concerné","Non concerné","Nombre","2022","938.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2017","24.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","6.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","62.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","91.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","21.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Feminin","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","513.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Ensemble","Non concerné","Non concerné","Nombre","2017","7089.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Ensemble","Non concerné","Non concerné","Nombre","2018","4560"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Ensemble","Non concerné","Non concerné","Nombre","2019","8753.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Ensemble","Non concerné","Non concerné","Nombre","2020","11814.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Ensemble","Non concerné","Non concerné","Nombre","2021","2792.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Ensemble","Non concerné","Non concerné","Nombre","2022","9196.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2017","438"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2018","199.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","350.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","459.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","163.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","993.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Cascades","Non concerné","Non concerné","Nombre","2017","178.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Cascades","Non concerné","Non concerné","Nombre","2018","242.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Cascades","Non concerné","Non concerné","Nombre","2019","237.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Cascades","Non concerné","Non concerné","Nombre","2020","677.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Cascades","Non concerné","Non concerné","Nombre","2021","91.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Cascades","Non concerné","Non concerné","Nombre","2022","351.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre","Non concerné","Non concerné","Nombre","2017","3367.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre","Non concerné","Non concerné","Nombre","2018","1822.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre","Non concerné","Non concerné","Nombre","2019","3823.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre","Non concerné","Non concerné","Nombre","2020","4955.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre","Non concerné","Non concerné","Nombre","2021","1548.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre","Non concerné","Non concerné","Nombre","2022","363.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Est","Non concerné","Non concerné","Nombre","2017","160.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Est","Non concerné","Non concerné","Nombre","2018","163.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Est","Non concerné","Non concerné","Nombre","2019","210.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Est","Non concerné","Non concerné","Nombre","2020","615"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Est","Non concerné","Non concerné","Nombre","2021","103.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Est","Non concerné","Non concerné","Nombre","2022","798.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2017","360.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2018","193.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2019","500.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2020","436.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2021","106.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Nord","Non concerné","Non concerné","Nombre","2022","470.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2017","327.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","287.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","268.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","654.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","94.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","800.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2017","287.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2018","127.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2019","264.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2020","355.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2021","119.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Centre-Sud","Non concerné","Non concerné","Nombre","2022","1055.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Est","Non concerné","Non concerné","Nombre","2017","193.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Est","Non concerné","Non concerné","Nombre","2018","98.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Est","Non concerné","Non concerné","Nombre","2019","167.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Est","Non concerné","Non concerné","Nombre","2020","225.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Est","Non concerné","Non concerné","Nombre","2021","76.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Est","Non concerné","Non concerné","Nombre","2022","719.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2017","874.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2018","908.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2019","2003.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2020","1766.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2021","189.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Hauts-Bassins","Non concerné","Non concerné","Nombre","2022","448.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Nord","Non concerné","Non concerné","Nombre","2017","354.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Nord","Non concerné","Non concerné","Nombre","2018","269.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Nord","Non concerné","Non concerné","Nombre","2019","415.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Nord","Non concerné","Non concerné","Nombre","2020","596.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Nord","Non concerné","Non concerné","Nombre","2021","98.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Nord","Non concerné","Non concerné","Nombre","2022","554.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Plateau Central","Non concerné","Non concerné","Nombre","2017","165.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Plateau Central","Non concerné","Non concerné","Nombre","2018","121.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Plateau Central","Non concerné","Non concerné","Nombre","2019","214.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Plateau Central","Non concerné","Non concerné","Nombre","2020","505"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Plateau Central","Non concerné","Non concerné","Nombre","2021","74"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Plateau Central","Non concerné","Non concerné","Nombre","2022","877.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sahel","Non concerné","Non concerné","Nombre","2017","260.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sahel","Non concerné","Non concerné","Nombre","2018","69"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sahel","Non concerné","Non concerné","Nombre","2019","132.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sahel","Non concerné","Non concerné","Nombre","2020","260.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sahel","Non concerné","Non concerné","Nombre","2021","49.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sahel","Non concerné","Non concerné","Nombre","2022","1079.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2017","118.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2018","57.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2019","164.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2020","304.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2021","77.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Total","Sud-Ouest","Non concerné","Non concerné","Nombre","2022","683.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2017","5111.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2018","3392"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2019","5399.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2020","7610.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2021","1659.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Ensemble","Non concerné","Non concerné","Nombre","2022","3238"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2017","308.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2018","145.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2019","219.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2020","324.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2021","121"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Boucle du Mouhoun","Non concerné","Non concerné","Nombre","2022","173.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Cascades","Non concerné","Non concerné","Nombre","2017","128.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Cascades","Non concerné","Non concerné","Nombre","2018","177.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Cascades","Non concerné","Non concerné","Nombre","2019","164.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Cascades","Non concerné","Non concerné","Nombre","2020","492.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Cascades","Non concerné","Non concerné","Nombre","2021","59.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Cascades","Non concerné","Non concerné","Nombre","2022","249"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre","Non concerné","Non concerné","Nombre","2017","2369.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre","Non concerné","Non concerné","Nombre","2018","1222.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre","Non concerné","Non concerné","Nombre","2019","2264.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre","Non concerné","Non concerné","Nombre","2020","3042.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre","Non concerné","Non concerné","Nombre","2021","789.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre","Non concerné","Non concerné","Nombre","2022","232.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2017","106.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2018","127.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2019","123.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2020","423.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2021","74.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Est","Non concerné","Non concerné","Nombre","2022","130.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2017","262.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2018","95.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2019","320.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2020","309.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2021","69.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Nord","Non concerné","Non concerné","Nombre","2022","361.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2017","257.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2018","257.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2019","163.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2020","454.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2021","57"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Ouest","Non concerné","Non concerné","Nombre","2022","627"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2017","250.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2018","91.1"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2019","191.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2020","253.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2021","97.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Centre-Sud","Non concerné","Non concerné","Nombre","2022","263"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Est","Non concerné","Non concerné","Nombre","2017","131.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Est","Non concerné","Non concerné","Nombre","2018","82.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Est","Non concerné","Non concerné","Nombre","2019","107.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Est","Non concerné","Non concerné","Nombre","2020","147.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Est","Non concerné","Non concerné","Nombre","2021","49.7"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Est","Non concerné","Non concerné","Nombre","2022","149"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2017","639.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2018","778.8"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2019","1240"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2020","1037.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2021","143.4"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Hauts-Bassins","Non concerné","Non concerné","Nombre","2022","103.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Nord","Non concerné","Non concerné","Nombre","2017","260.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Nord","Non concerné","Non concerné","Nombre","2018","226.6"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Nord","Non concerné","Non concerné","Nombre","2019","271.3"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Nord","Non concerné","Non concerné","Nombre","2020","416.5"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Nord","Non concerné","Non concerné","Nombre","2021","67.2"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Nord","Non concerné","Non concerné","Nombre","2022","413.9"
"Montant des financements sollicités (auprès du FASI, FAPE, FAIJ) par région selon le sexe (en millions de F CFA)","Masculin","Plateau Central","Non concerné","Non concerné","Nombre","2017","109.3"
